"Born 1951 Director father. Was a succesful model before returning to film. Won Supporting Actress Oscar in Prizzi's Honor", "Anjelica Huston"
"Born Mar 19, 1955, he starred in the movie Nobody's Fool - 1994", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Pulp Fiction - 1994", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Striking Distance - 1993", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Sunset - 1988", "bruce willis"
"Born Mar 19, 1955, he starred in the movie That's Adequate - 1989", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Bonfire of the Vanities - 1990", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Fifth Element - 1997", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The First Deadly Sin - 1980", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Jackal - 1997", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Last Boy Scout - 1991", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Player - 1992", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Siege - 1998", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Sixth Sense - 1999", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Story of Us - 1999", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Verdict - 1982", "bruce willis"
"Born Mar 19, 1955, he starred in the movie The Whole Nine Yards - 2000", "bruce willis"
"Born March 14, 1933, he starred in the movie A Bridge Too Far - 1977", "michael caine"
"Born March 14, 1933, he starred in the movie A Hill in Korea - 1956", "michael caine"
"Born March 14, 1933, he starred in the movie A Shock to the System - 1990", "michael caine"
"Born March 14, 1933, he starred in the movie Alfie - 1966", "michael caine"
"Born March 14, 1933, he starred in the movie Ashanti - 1979", "michael caine"
"Born March 14, 1933, he starred in the movie Beyond the Limit/The Honorary Consul - 1983", "michael caine"
"Born March 14, 1933, he starred in the movie Beyond the Poseidon Adventure - 1979", "michael caine"
"Born March 14, 1933, he starred in the movie Billion Dollar Brain - 1967", "michael caine"
"Born March 14, 1933, he starred in the movie Blame It on Rio - 1984", "michael caine"
"Born March 14, 1933, he starred in the movie Blind Spot - 1958", "michael caine"
"Born March 14, 1933, he starred in the movie Blood and Wine - 1997", "michael caine"
"Born March 14, 1933, he starred in the movie Blue Ice - 1992", "michael caine"
"Born March 14, 1933, he starred in the movie Bullseye! - 1990", "michael caine"
"Born March 14, 1933, he starred in the movie California Suite - 1978", "michael caine"
"Born March 14, 1933, he starred in the movie Carve Her Name With Pride - 1958", "michael caine"
"Born March 14, 1933, he starred in the movie Deadfall - 1968", "michael caine"
"Born March 14, 1933, he starred in the movie Death Becomes Her - 1992", "michael caine"
"Born March 14, 1933, he starred in the movie Deathtrap - 1982", "michael caine"
"Born March 14, 1933, he starred in the movie Dirty Rotten Scoundrels - 1988", "michael caine"
"Born March 14, 1933, he starred in the movie Dressed to Kill - 1980", "michael caine"
"Born March 14, 1933, he starred in the movie Educating Rita - 1983", "michael caine"
"Born March 14, 1933, he starred in the movie Foxhole in Cairo - 1960", "michael caine"
"Born March 14, 1933, he starred in the movie Funeral in Berlin - 1967", "michael caine"
"Born March 14, 1933, he starred in the movie Gambit - 1966", "michael caine"
"Born March 14, 1933, he starred in the movie Get Carter - 1971", "michael caine"
"Born March 14, 1933, he starred in the movie Half Moon Street - 1986", "michael caine"
"Born March 14, 1933, he starred in the movie Hannah and Her Sisters - 1986", "michael caine"
"Born March 14, 1933, he starred in the movie Harry and Walter Go to New York - 1976", "michael caine"
"Born March 14, 1933, he starred in the movie How To Murder a Rich Uncle - 1958", "michael caine"
"Born March 14, 1933, he starred in the movie Hurry, Sundown - 1967", "michael caine"
"Born March 14, 1933, he starred in the movie Jack the Ripper - 1988", "michael caine"
"Born March 14, 1933, he starred in the movie Jekyll and Hyde - 1990", "michael caine"
"Born March 14, 1933, he starred in the movie Kidnapped - 1971", "michael caine"
"Born March 14, 1933, he starred in the movie Little Voice - 1998", "michael caine"
"Born March 14, 1933, he starred in the movie Mona Lisa - 1986", "michael caine"
"Born March 14, 1933, he starred in the movie Mr. Destiny - 1990", "michael caine"
"Born March 14, 1933, he starred in the movie Noises Off - 1992", "michael caine"
"Born March 14, 1933, he starred in the movie On Deadly Ground - 1994", "michael caine"
"Born March 14, 1933, he starred in the movie Panic in the Parlour - 1957", "michael caine"
"Born March 14, 1933, he starred in the movie Peeper - 1976", "michael caine"
"Born March 14, 1933, he starred in the movie Play Dirty - 1969", "michael caine"
"Born March 14, 1933, he starred in the movie Pulp - 1972", "michael caine"
"Born March 14, 1933, he starred in the movie Silver Bears - 1978", "michael caine"
"Born March 14, 1933, he starred in the movie Sleuth - 1972", "michael caine"
"Born March 14, 1933, he starred in the movie Solo for Sparrow - 1962", "michael caine"
"Born March 14, 1933, he starred in the movie Steel Bayonet - 1957", "michael caine"
"Born March 14, 1933, he starred in the movie Surrender - 1987", "michael caine"
"Born March 14, 1933, he starred in the movie Sweet Liberty - 1986", "michael caine"
"Born March 14, 1933, he starred in the movie The Black Windmill - 1974", "michael caine"
"Born March 14, 1933, he starred in the movie The Bulldog Breed - 1960", "michael caine"
"Born March 14, 1933, he starred in the movie The Cider House Rules - 1999", "michael caine"
"Born March 14, 1933, he starred in the movie The Day the Earth Caught Fire - 1962", "michael caine"
"Born March 14, 1933, he starred in the movie The Destructors - 1974", "michael caine"
"Born March 14, 1933, he starred in the movie The Eagle Has Landed - 1976", "michael caine"
"Born March 14, 1933, he starred in the movie The Fourth Protocol - 1987", "michael caine"
"Born March 14, 1933, he starred in the movie The Hand - 1981", "michael caine"
"Born March 14, 1933, he starred in the movie The Holcroft Covenant - 1985", "michael caine"
"Born March 14, 1933, he starred in the movie The Ipcress File - 1965", "michael caine"
"Born March 14, 1933, he starred in the movie The Island - 1980", "michael caine"
"Born March 14, 1933, he starred in the movie The Italian Job - 1969", "michael caine"
"Born March 14, 1933, he starred in the movie The Jigsaw Man - 1984", "michael caine"
"Born March 14, 1933, he starred in the movie The Key - 1958", "michael caine"
"Born March 14, 1933, he starred in the movie The Last Valley - 1971", "michael caine"
"Born March 14, 1933, he starred in the movie The Magus - 1968", "michael caine"
"Born March 14, 1933, he starred in the movie The Man Who Would Be King - 1975", "michael caine"
"Born March 14, 1933, he starred in the movie The Marseille Contract/The Destructors - 1974", "michael caine"
"Born March 14, 1933, he starred in the movie The Muppet Christmas Carol - 1992", "michael caine"
"Born March 14, 1933, he starred in the movie The Romantic Englishwoman - 1975", "michael caine"
"Born March 14, 1933, he starred in the movie The Swarm - 1978", "michael caine"
"Born March 14, 1933, he starred in the movie The Two-Headed Spy - 1959", "michael caine"
"Born March 14, 1933, he starred in the movie The Whistle Blower - 1987", "michael caine"
"Born March 14, 1933, he starred in the movie The Wilby Conspiracy - 1975", "michael caine"
"Born March 14, 1933, he starred in the movie The Wrong Arm of the Law - 1962", "michael caine"
"Born March 14, 1933, he starred in the movie The Wrong Box - 1966", "michael caine"
"Born March 14, 1933, he starred in the movie Too Late the Hero - 1970", "michael caine"
"Born March 14, 1933, he starred in the movie Victory/Escape to Victory - 1981", "michael caine"
"Born March 14, 1933, he starred in the movie Water - 1985", "michael caine"
"Born March 14, 1933, he starred in the movie Without a Clue - 1988", "michael caine"
"Born March 14, 1933, he starred in the movie Woman Times Seven - 1967", "michael caine"
"Born March 14, 1933, he starred in the movie X, Y and Zee - 1972", "michael caine"
"Born March 14, 1933, he starred in the movie Zulu - 1964", "michael caine"
"Born March 25, 1965, She starred in the movie 'Til There Was You - 1997", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Dudley Do-Right - 1999", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Ed Wood - 1994", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Extreme Measures - 1996", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie First Born - 1984", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Footloose - 1984", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Girls Just Want To Have Fun - 1985", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Hocus Pocus - 1993", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Honeymoon in Vegas - 1992", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie If Lucy Fell - 1996", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie L.A. Story - 1991", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Mars Attacks! - 1996", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Miami Rhapsody - 1995", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Rich Kids - 1979", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Somewhere Tomorrow - 1983", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie Striking Distance - 1993", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie The First Wives Club - 1996", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie The Flight of the Navigator - 1986", "sarah jessica parker"
"Born March 25, 1965, She starred in the movie The Substance of Fire - 1996", "sarah jessica parker"
"Born may 12, 1907 she holds the record for winning the most best actress oscars (4 wins)", "katharine hepburn"
"Born May 12, 1907, She starred in the movie A Bill of Divorcement - 1932", "katharine hepburn"
"Born May 12, 1907, She starred in the movie A Delicate Balance - 1973", "katharine hepburn"
"Born May 12, 1907, She starred in the movie A Woman Rebels - 1936", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Adam's Rib - 1949", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Alice Adams - 1935", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Break of Hearts - 1935", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Bringing Up Baby - 1938", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Christopher Strong - 1933", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Desk Set - 1957", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Dragon Seed - 1944", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Grace Quigley - 1985", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Guess Who's Coming to Dinner? - 1967", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Holiday - 1938", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Keeper of the Flame - 1942", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Laura Lansing Slept Here - 1988", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Little Women - 1933", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Long Day's Journey Into Night - 1962", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Love Affair - 1994", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Love Among the Ruins - 1975", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Mary of Scotland - 1936", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Morning Glory - 1933", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Mrs. Delafield Wants To Marry - 1986", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Olly Olly Oxen Free - 1978", "katharine hepburn"
"Born May 12, 1907, She starred in the movie On Golden Pond - 1981", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Pat and Mike - 1952", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Quality Street - 1937", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Rooster Cogburn - 1975", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Song of Love - 1947", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Spitfire - 1934", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Stage Door - 1937", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Stage Door Canteen - 1943", "katharine hepburn"
"Born May 12, 1907, She starred in the movie State of the Union - 1948", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Suddenly, Last Summer - 1959", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Summertime - 1955", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Summertime/Summer Madness - 1955", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Sylvia Scarlett - 1935", "katharine hepburn"
"Born May 12, 1907, She starred in the movie That's Entertainment, Part 2 - 1976", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The African Queen - 1951", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Corn Is Green - 1979", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Glass Menagerie - 1973", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Iron Petticoat - 1956", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Lion in Winter - 1968", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Little Minister - 1934", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Madwoman of Chaillot - 1969", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Philadelphia Story - 1940", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Rainmaker - 1956", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Sea of Grass - 1947", "katharine hepburn"
"Born May 12, 1907, She starred in the movie The Trojan Women - 1971", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Undercurrent - 1946", "katharine hepburn"
"Born May 12, 1907, She starred in the movie Without Love - 1945", "katharine hepburn"
